"","binomial"
"8515","Gissinie sppSL1"
"8516","Glandonia macrocarpa"
"8517","Gleditsia amorphoides"
"8518","Glenniea penangensis"
"8519","Glenniea philippinensis"
"8520","Glenniea sppVN1"
"8521","Gliricidia sepium"
"8522","Glochidion album"
"8523","Glochidion arborescens"
"8524","Glochidion camiguinense"
"8525","Glochidion glomerulatum"
"8526","Glochidion hypoleucum"
"8527","Glochidion kanehirae"
"8528","Glochidion philippicum"
"8529","Glochidion ramiflorum"
"8530","Glochidion rubrum"
"8531","Glochidion sericeum"
"8532","Glochidion sppGenting1"
"8533","Glochidion sppGenting2"
"8534","Glochidion sppPacific1"
"8535","Glochidion sppUS1"
"8536","Glochidion sppVarirata1"
"8537","Glochidion superbum"
"8538","Glochidion talmyanum"
"8539","Glochidion wallichianum"
"8540","Glochidion zeylanicum"
"8541","Gloeospermum diversipetalum"
"8542","Gloeospermum equatoriense"
"8543","Gloeospermum grandifolium"
"8544","Gloeospermum sclerophyllum"
"8545","Gloeospermum sphaerocarpum"
"8546","Gloeospermum sppCampano1"
"8547","Gloeospermum sppCandamo1"
"8548","Gloeospermum sppCuangos1"
"8549","Gloeospermum sppFarall1"
"8550","Gloeospermum sppHachimal1"
"8551","Gloeospermum sppRAINFOR1"
"8552","Glossocalyx brevipes"
"8553","Gluema ivorensis"
"8554","Gluta aptera"
"8555","Gluta malayana"
"8556","Glycosmis chlorosperma"
"8557","Glycosmis pentaphylla"
"8558","Glycosmis sppGenting1"
"8559","Glycoxylon sppRAINFOR1"
"8560","Glycydendron amazonicum"
"8561","Glycydendron espiritosantense"
"8562","Glycydendron sppFPnet1"
"8563","Glycydendron sppGF1"
"8564","Glycydendron sppRAINFOR1"
"8565","Glycydendron sppTEAM1"
"8566","Glyphaea brevis"
"8567","Gmelina arborea"
"8568","Gmelina elliptica"
"8569","Gmelina lepidota"
"8570","Gmelina magnifica"
"8571","Gmelina moluccana"
"8572","Gmelina palawensis"
"8573","Gmelina sppUS1"
"8574","Gmelina sppVarirata1"
"8575","Gnetum costatum"
"8576","Gnetum gnemon"
"8577","Gnetum latifolium"
"8578","Gnetum leyboldii"
"8579","Gnetum sppCalima1"
"8580","Gnetum sppConstanc1"
"8581","Gnetum sppGenting1"
"8582","Gnetum sppGenting2"
"8583","Gnetum sppGenting3"
"8584","Gnetum sppHumboldt1"
"8585","Gnetum sppIndiana1"
"8586","Gnetum sppMishnfl1"
"8587","Gnetum sppMishws1"
"8588","Gnetum sppPasoh301"
"8589","Gnetum sppPasoh401"
"8590","Gnetum sppRiomanso1"
"8591","Gnetum sppRionegro1"
"8592","Gnetum sppSucusari1"
"8593","Gnetum sppVarirata1"
"8594","Gnetum ula"
"8595","Gochnatia polymorpha"
"8596","Goelthalsia meiantha"
"8597","Goethalsia meiantha"
"8598","Gomidesia blanchetiana"
"8599","Gomidesia langsdorffii"
"8600","Gomidesia lindeniana"
"8601","Gomidesia martiana"
"8602","Gomidesia spectabilis"
"8603","Gomidesia sppCarlosbo1"
"8604","Gomidesia sppSCA1"
"8605","Gomphandra capitulata"
"8606","Gomphandra montana"
"8607","Gomphandra papuana"
"8608","Gomphandra quadrifida"
"8609","Gomphandra sppPacific1"
"8610","Gongrodiscus bilocularis"
"8611","Gongrodiscus sufferrugineus"
"8612","Goniothalamus carolinensis"
"8613","Goniothalamus grandiflorus"
"8614","Goniothalamus obtusatus"
"8615","Goniothalamus sppBaitete1"
"8616","Goniothalamus sppTEAM1"
"8617","Goniothalamus sumatranus"
"8618","Goniothalamus tapis"
"8619","Gonocaryum maclurei"
"8620","Gonocaryum sppPalanan1"
"8621","Gonystylus affinis"
"8622","Gonystylus maingayi"
"8623","Gonystylus punctatus"
"8624","Gonzalagunia dicocca"
"8625","Gordonia axillaris"
"8626","Gordonia fruticosa"
"8627","Gordonia obtusa"
"8628","Gordonia penangensis"
"8629","Gordonia penangiana"
"8630","Gordonia planchonii"
"8631","Gordonia pubescens"
"8632","Gordonia singaporiana"
"8633","Gordonia sppAltosapa1"
"8634","Gordonia sppAltosapa2"
"8635","Gordonia sppChorrobl1"
"8636","Gordonia sppCutervo1"
"8637","Gordonia sppFPnet1"
"8638","Gordonia sppGenting1"
"8639","Gordonia sppRAINFOR1"
"8640","Gordonia sppSacram1"
"8641","Gordonia sppSietecue1"
"8642","Gossia ramiflora"
"8643","Gossia vieillardii"
"8644","Gouania adenophera"
"8645","Gouania adenophora"
"8646","Gouania longipetala"
"8647","Gouania lupuloides"
"8648","Gouania mollis"
"8649","Gouania sppAraracua1"
"8650","Gouania sppJatunsac1"
"8651","Gouania sppJatunsac2"
"8652","Gouania sppNangarit1"
"8653","Goupia glabra"
"8654","Goupia sppBerbicer1"
"8655","Graffenrieda anomala"
"8656","Graffenrieda boliviensis"
"8657","Graffenrieda emarginata"
"8658","Graffenrieda galeottii"
"8659","Graffenrieda gracilis"
"8660","Graffenrieda harlingii"
"8661","Graffenrieda latifolia"
"8662","Graffenrieda limbata"
"8663","Graffenrieda sppFPnet1"
"8664","Graffenrieda sppRAINFOR1"
"8665","Graffenrieda sppTEAM1"
"8666","Grangeria borbonica"
"8667","Grazielia serrata"
"8668","Grazielodendron riodocensis"
"8669","Greenwayodendron oliveri"
"8670","Greenwayodendron suaveolens"
"8671","Grevillea robusta"
"8672","Grewia acuminata"
"8673","Grewia antidesmifolia"
"8674","Grewia apetala"
"8675","Grewia barombiensis"
"8676","Grewia blattaefolia"
"8677","Grewia brevipes"
"8678","Grewia brideliifolia"
"8679","Grewia coriacea"
"8680","Grewia crenata"
"8681","Grewia fibrocarpa"
"8682","Grewia malacocarpa"
"8683","Grewia micrococca"
"8684","Grewia miqueliana"
"8685","Grewia oligoneura"
"8686","Grewia optiva"
"8687","Grewia paniculata"
"8688","Grewia pinnatifida"
"8689","Grewia pubescens"
"8690","Grewia sppCDi1"
"8691","Grewia sppCM1"
"8692","Grewia sppFPnet1"
"8693","Grewia sppGA1"
"8694","Grewia sppGAB1"
"8695","Grewia sppNdakanni1"
"8696","Grewia sppPerinet1"
"8697","Grewia sppPerinet2"
"8698","Grewia sppPerinet3"
"8699","Grewia sppPugu1"
"8700","Grewia sppTEAM1"
"8701","Grewia tiliifolia"
"8702","Grewia trinervis"
"8703","Grias cauliflora"
"8704","Grias longirachis"
"8705","Grias neuberthii"
"8706","Grias peruviana"
"8707","Grias sppAraracua1"
"8708","Grias sppMiazi1"
"8709","Grias sppNangarit1"
"8710","Grias sppPE1"
"8711","Grias sppRAINFOR1"
"8712","Grias tessmannii"
"8713","Gronophyllum jesseria"
"8714","Grossera macrantha"
"8715","Grossera paniculata"
"8716","Grossera sppGA1"
"8717","Grossera vignei"
"8718","Guadua chacoensis"
"8719","Guadua sppCarajas1"
"8720","Guadua sppCarlosbo1"
"8721","Guadua sppPE1"
"8722","Guadua sppRiopal11"
"8723","Guadua sppSabanaru1"
"8724","Guadua trinii"
"8725","Guadua weberbaueri"
"8726","Guapira costaricana"
"8727","Guapira costaricensis"
"8728","Guapira discolor"
"8729","Guapira fragrans"
"8730","Guapira hirsuta"
"8731","Guapira laxiflora"
"8732","Guapira myrtiflora"
"8733","Guapira nitida"
"8734","Guapira noxia"
"8735","Guapira obtusata"
"8736","Guapira olfersiana"
"8737","Guapira opposita"
"8738","Guapira salicifolia"
"8739","Guapira sppAntado1"
"8740","Guapira sppBRi1"
"8741","Guapira sppBRii1"
"8742","Guapira sppCarlosbo1"
"8743","Guapira sppFPnet1"
"8744","Guapira sppMogote1"
"8745","Guapira sppRAINFOR1"
"8746","Guapira sppSCA1"
"8747","Guapira sppTEAM1"
"8748","Guapira sppTEAM2"
"8749","Guapira sppTEAM3"
"8750","Guapira sppTEAM4"
"8751","Guapira sppTEAM5"
"8752","Guapira sppTEAM6"
"8753","Guapira sppTEAM7"
"8754","Guapira sppTEAM8"
"8755","Guapira sppTEAM9"
"8756","Guapira sppYanam21"
"8757","Guapira standleyana"
"8758","Guapira venosa"
"8759","Guarea bijuga"
"8760","Guarea blanchetii"
"8761","Guarea bullata"
"8762","Guarea canjerana"
"8763","Guarea carinata"
"8764","Guarea cartaguenya"
"8765","Guarea casimalo"
"8766","Guarea caulobotrys"
"8767","Guarea cedrata"
"8768","Guarea chichon"
"8769","Guarea chiricana"
"8770","Guarea ciliata"
"8771","Guarea cinnamomea"
"8772","Guarea convergens"
"8773","Guarea corrugata"
"8774","Guarea costata"
"8775","Guarea cristata"
"8776","Guarea duckei"
"8777","Guarea ecuadoriensis"
"8778","Guarea excelsa"
"8779","Guarea fissicalyx"
"8780","Guarea gentryi"
"8781","Guarea glabra"
"8782","Guarea gomma"
"8783","Guarea grandiflora"
"8784","Guarea grandifolia"
"8785","Guarea guentheri"
"8786","Guarea guidonia"
"8787","Guarea hoffmanniana"
"8788","Guarea hoyleana"
"8789","Guarea humaitensis"
"8790","Guarea inga"
"8791","Guarea juglandiformis"
"8792","Guarea kunthiana"
"8793","Guarea kunthii"
"8794","Guarea laurentii"
"8795","Guarea leonensis"
"8796","Guarea macrobotrys"
"8797","Guarea macrophylla"
"8798","Guarea microcarpa"
"8799","Guarea paraensis"
"8800","Guarea penningtoniana"
"8801","Guarea pilosa"
"8802","Guarea pterorachis"
"8803","Guarea pterorhachis"
"8804","Guarea pubescens"
"8805","Guarea purusana"
"8806","Guarea ramiflora"
"8807","Guarea rhopalocarpa"
"8808","Guarea scabra"
"8809","Guarea silvatica"
"8810","Guarea sppAntado1"
"8811","Guarea sppAraracua2"
"8812","Guarea sppBOi1"
"8813","Guarea sppBOi2"
"8814","Guarea sppBanyong1"
"8815","Guarea sppCR1"
"8816","Guarea sppCampano1"
"8817","Guarea sppCentinel1"
"8818","Guarea sppCeroneb11"
"8819","Guarea sppConstanc1"
"8820","Guarea sppConstanc2"
"8821","Guarea sppConstanc3"
"8822","Guarea sppConstanc4"
"8823","Guarea sppCuevas1"
"8824","Guarea sppDucke1"
"8825","Guarea sppDucke3"
"8826","Guarea sppFPnet1"
"8827","Guarea sppGA1"
"8828","Guarea sppGF1"
"8829","Guarea sppGT1"
"8830","Guarea sppLaselva1"
"8831","Guarea sppLaselva2"
"8832","Guarea sppLaselva3"
"8833","Guarea sppLaselva4"
"8834","Guarea sppMadden1"
"8835","Guarea sppMadidiri1"
"8836","Guarea sppMiazi1"
"8837","Guarea sppMiazi2"
"8838","Guarea sppMiazi3"
"8839","Guarea sppMishnfl1"
"8840","Guarea sppMishnfl2"
"8841","Guarea sppMishws1"
"8842","Guarea sppMurri1"
"8843","Guarea sppMurri2"
"8844","Guarea sppNangarit1"
"8845","Guarea sppNangarit2"
"8846","Guarea sppNangarit3"
"8847","Guarea sppPE1"
"8848","Guarea sppPersever1"
"8849","Guarea sppRAINFOR1"
"8850","Guarea sppRanchoqu1"
"8851","Guarea sppRiomanso1"
"8852","Guarea sppRiomanso2"
"8853","Guarea sppSCA1"
"8854","Guarea sppSCA2"
"8855","Guarea sppSCA3"
"8856","Guarea sppSL1"
"8857","Guarea sppTEAM1"
"8858","Guarea sppTamboall1"
"8859","Guarea subsetulosa"
"8860","Guarea thompsonii"
"8861","Guarea tonduzii"
"8862","Guarea trunciflora"
"8863","Guarea velutina"
"8864","Guarea venenata"
"8865","Guarea williamsii"
"8866","Guatteria acutissima"
"8867","Guatteria aeruginosa"
"8868","Guatteria alutacea"
"8869","Guatteria amplifolia"
"8870","Guatteria asplundiana"
"8871","Guatteria australis"
"8872","Guatteria blanchetiana"
"8873","Guatteria blepharophylla"
"8874","Guatteria boliviana"
"8875","Guatteria brevicuspis"
"8876","Guatteria buchtienii"
"8877","Guatteria burchellii"
"8878","Guatteria calophylla"
"8879","Guatteria candolleana"
"8880","Guatteria cargadero"
"8881","Guatteria chrysopetala"
"8882","Guatteria citriodora"
"8883","Guatteria decurrens"
"8884","Guatteria dielsiana"
"8885","Guatteria dioscoreoides"
"8886","Guatteria duckeana"
"8887","Guatteria dumetorum"
"8888","Guatteria elata"
"8889","Guatteria ferruginea"
"8890","Guatteria foliosa"
"8891","Guatteria glaberrima"
"8892","Guatteria guentheri"
"8893","Guatteria guianensis"
"8894","Guatteria hirsuta"
"8895","Guatteria hyposericea"
"8896","Guatteria lasiocalyx"
"8897","Guatteria longifolia"
"8898","Guatteria megalophylla"
"8899","Guatteria meliodora"
"8900","Guatteria multinervia"
"8901","Guatteria multivenia"
"8902","Guatteria oligocarpa"
"8903","Guatteria olivacea"
"8904","Guatteria oliviformis"
"8905","Guatteria pilosula"
"8906","Guatteria poeppigiana"
"8907","Guatteria pogonopus"
"8908","Guatteria pteropus"
"8909","Guatteria punctata"
"8910","Guatteria puncticulata"
"8911","Guatteria recurvisepala"
"8912","Guatteria rugosa"
"8913","Guatteria schomburgkiana"
"8914","Guatteria scytophylla"
"8915","Guatteria sellowiana"
"8916","Guatteria sppAllpahua1"
"8917","Guatteria sppAllpahua2"
"8918","Guatteria sppAnchicay1"
"8919","Guatteria sppAnchicay2"
"8920","Guatteria sppAntado1"
"8921","Guatteria sppAntado2"
"8922","Guatteria sppAraracua1"
"8923","Guatteria sppBerbicer1"
"8924","Guatteria sppCabezade1"
"8925","Guatteria sppCalabate1"
"8926","Guatteria sppCalima1"
"8927","Guatteria sppCalima2"
"8928","Guatteria sppCalima3"
"8929","Guatteria sppCalima4"
"8930","Guatteria sppCampinas1"
"8931","Guatteria sppCandamo1"
"8932","Guatteria sppCandamo2"
"8933","Guatteria sppCarajas1"
"8934","Guatteria sppCarajas2"
"8935","Guatteria sppCarajas3"
"8936","Guatteria sppCarajas4"
"8937","Guatteria sppCarlosbo1"
"8938","Guatteria sppCentinel1"
"8939","Guatteria sppCentinel2"
"8940","Guatteria sppCeroneb11"
"8941","Guatteria sppCeroneb12"
"8942","Guatteria sppCeroneb13"
"8943","Guatteria sppCeroneb21"
"8944","Guatteria sppCeroneb22"
"8945","Guatteria sppConstanc1"
"8946","Guatteria sppConstanc2"
"8947","Guatteria sppConstanc3"
"8948","Guatteria sppCuangos1"
"8949","Guatteria sppCuangos2"
"8950","Guatteria sppCuangos3"
"8951","Guatteria sppCuangos4"
"8952","Guatteria sppCutervo1"
"8953","Guatteria sppDucke1"
"8954","Guatteria sppDucke2"
"8955","Guatteria sppDureno1"
"8956","Guatteria sppFPnet1"
"8957","Guatteria sppFarall1"
"8958","Guatteria sppFarall2"
"8959","Guatteria sppFarall3"
"8960","Guatteria sppFarall4"
"8961","Guatteria sppFincam1"
"8962","Guatteria sppFincaz1"
"8963","Guatteria sppGF1"
"8964","Guatteria sppHachimal1"
"8965","Guatteria sppHachimal2"
"8966","Guatteria sppHachimal3"
"8967","Guatteria sppHuamani1"
"8968","Guatteria sppHumboldt1"
"8969","Guatteria sppIncahuar1"
"8970","Guatteria sppIncahuar2"
"8971","Guatteria sppJatunsac1"
"8972","Guatteria sppJatunsac2"
"8973","Guatteria sppJatunsac3"
"8974","Guatteria sppJenarohe1"
"8975","Guatteria sppJenarohe2"
"8976","Guatteria sppJenarohe3"
"8977","Guatteria sppLaselva1"
"8978","Guatteria sppLaselva2"
"8979","Guatteria sppLaselva3"
"8980","Guatteria sppLinhares1"
"8981","Guatteria sppLinhares2"
"8982","Guatteria sppMadidiri1"
"8983","Guatteria sppMiazi1"
"8984","Guatteria sppMishnfl1"
"8985","Guatteria sppMishnfl2"
"8986","Guatteria sppMishnfl3"
"8987","Guatteria sppMishws1"
"8988","Guatteria sppMurri1"
"8989","Guatteria sppMurri2"
"8990","Guatteria sppMurri3"
"8991","Guatteria sppNangarit1"
"8992","Guatteria sppNuevomun1"
"8993","Guatteria sppNuevomun2"
"8994","Guatteria sppNuevomun3"
"8995","Guatteria sppPE1"
"8996","Guatteria sppRAINFOR1"
"8997","Guatteria sppRiomanso1"
"8998","Guatteria sppSCA1"
"8999","Guatteria sppSCA2"
"9000","Guatteria sppSaul1"
"9001","Guatteria sppSaul2"
"9002","Guatteria sppTEAM1"
"9003","Guatteria sppTEAM2"
"9004","Guatteria sppTEAM3"
"9005","Guatteria sppTEAM4"
"9006","Guatteria sppTEAM5"
"9007","Guatteria sppTEAM6"
"9008","Guatteria sppTahuampa1"
"9009","Guatteria sppTambo1"
"9010","Guatteria sppTambo2"
"9011","Guatteria sppTamboall1"
"9012","Guatteria sppTamboall2"
"9013","Guatteria sppTutunend1"
"9014","Guatteria sppTutunend2"
"9015","Guatteria sppTutunend3"
"9016","Guatteria sppTutunend4"
"9017","Guatteria sppTutunend5"
"9018","Guatteria sppVE1"
"9019","Guatteria sppVencer1"
"9020","Guatteria sppVencer2"
"9021","Guatteria sppVencer3"
"9022","Guatteria stipitata"
"9023","Guatteria tomentosa"
"9024","Guatteria trichoclonia"
"9025","Guatteria ulea"
"9026","Guatteria xylopioides"
"9027","Guatteriopsis ramiflora"
"9028","Guatteriopsis sessiliflora"
"9029","Guazuma crinita"
"9030","Guazuma sppFPnet1"
"9031","Guazuma sppLagenoa1"
"9032","Guazuma sppRAINFOR1"
"9033","Guazuma sppTEAM1"
"9034","Guazuma ulmifolia"
"9035","Guettarda acreana"
"9036","Guettarda angelica"
"9037","Guettarda aromatica"
"9038","Guettarda burchelliana"
"9039","Guettarda combsii"
"9040","Guettarda crispiflora"
"9041","Guettarda divaricata"
"9042","Guettarda elliptica"
"9043","Guettarda foliacea"
"9044","Guettarda grazielae"
"9045","Guettarda macrosperma"
"9046","Guettarda ochracea"
"9047","Guettarda odorata"
"9048","Guettarda ovalifolia"
"9049","Guettarda pohliana"
"9050","Guettarda pungens"
"9051","Guettarda radeletia"
"9052","Guettarda ramuliflora"
"9053","Guettarda sabiceoides"
"9054","Guettarda scabra"
"9055","Guettarda speciosa"
"9056","Guettarda sppAntado1"
"9057","Guettarda sppArcating1"
"9058","Guettarda sppBoraceia1"
"9059","Guettarda sppCedral1"
"9060","Guettarda sppCuevas1"
"9061","Guettarda sppLinhares1"
"9062","Guettarda sppNewcaldo1"
"9063","Guettarda sppProviden1"
"9064","Guettarda sppRAINFOR1"
"9065","Guettarda sppVencer1"
"9066","Guettarda sppYanamtah1"
"9067","Guettarda spruceana"
"9068","Guettarda tournefortiopsis"
"9069","Guettarda turrialbana"
"9070","Guettarda valenzuelana"
"9071","Guettarda viburnoides"
"9072","Guibourtia chodatiana"
"9073","Guibourtia demeusei"
"9074","Guibourtia ehie"
"9075","Guibourtia leonensis"
"9076","Guibourtia pellegriniana"
"9077","Guibourtia sppFPnet1"
"9078","Guibourtia tessmannii"
"9079","Guioa glauca"
"9080","Guioa microsepala"
"9081","Guioa ovalis"
"9082","Guioa sppPacific1"
"9083","Guioa villosa"
"9084","Gulubia beccariana"
"9085","Gulubia cylindrocarpa"
"9086","Gurania eggersii"
"9087","Gurania macrantha"
"9088","Gurania makoyana"
"9089","Gurania spinulosa"
"9090","Gurania sppChirinos1"
"9091","Gurania sppCuangos1"
"9092","Gurania sppHachimal1"
"9093","Gurania sppHumboldt1"
"9094","Gurania sppLaselva1"
"9095","Gurania sppMurri1"
"9096","Gurania sppSietecue1"
"9097","Gurania sppTamboall1"
"9098","Gustavia angusta"
"9099","Gustavia angustifolia"
"9100","Gustavia antioquensis"
"9101","Gustavia augusta"
"9102","Gustavia brachycarpa"
"9103","Gustavia dodsonii"
"9104","Gustavia dubia"
"9105","Gustavia elliptica"
"9106","Gustavia fosteri"
"9107","Gustavia grandibracteata"
"9108","Gustavia hexapetala"
"9109","Gustavia longifolia"
"9110","Gustavia macarenensis"
"9111","Gustavia poeppigiana"
"9112","Gustavia pubescens"
"9113","Gustavia serrata"
"9114","Gustavia speciosa"
"9115","Gustavia sppAltodemi1"
"9116","Gustavia sppCalima1"
"9117","Gustavia sppCentinel1"
"9118","Gustavia sppDureno1"
"9119","Gustavia sppEsmerald1"
"9120","Gustavia sppFPnet1"
"9121","Gustavia sppGF1"
"9122","Gustavia sppLaraya1"
"9123","Gustavia sppRAINFOR1"
"9124","Gustavia sppRiomanso1"
"9125","Gustavia superba"
"9126","Gyminda latifolia"
"9127","Gymnacranthera farquhariana"
"9128","Gymnacranthera forbesii"
"9129","Gymnacranthera paniculata"
"9130","Gymnanthes gaudichaudii"
"9131","Gymnanthes klotzschiana"
"9132","Gymnanthes lucida"
"9133","Gymnosporia buxifolia"
"9134","Gymnosporia magnifolia"
"9135","Gymnosporia senegalensis"
"9136","Gymnosporia urbaniana"
"9137","Gymnostoma papuanum"
"9138","Gymnostoma vitiense"
"9139","Gynerium sagittatum"
"9140","Gynotroches axillaris"
"9141","Gynoxys sppAchupall1"
"9142","Gynoxys sppCerroayp1"
"9143","Gynoxys sppSabanaru1"
"9144","Gyranthera sppNangarit1"
"9145","Gyrocarpus americana"
"9146","Gyrocarpus americanus"
"9147","Habracanthus sanguineus"
"9148","Habracanthus sppSietecue1"
"9149","Haematoxylon campechianum"
"9150","Haematoxylum campechianum"
"9151","Hagenia abyssinica"
"9152","Halfordia kendack"
"9153","Halfordia nyctag"
"9154","Hallea ciliata"
"9155","Hallea ledermannii"
"9156","Hallea stipulosa"
"9157","Hamelia axillaris"
"9158","Hamelia longipes"
"9159","Hamelia macrantha"
"9160","Hamelia magnifolia"
"9161","Hamelia patens"
"9162","Hamelia sppProviden1"
"9163","Hampea appendiculata"
"9164","Hampea trilobata"
"9165","Hancea capuronii"
"9166","Hancea sppTEAM1"
"9167","Handroanthus albus"
"9168","Handroanthus capitatus"
"9169","Handroanthus chrysanthus"
"9170","Handroanthus chrysotrichus"
"9171","Handroanthus heptaphyllus"
"9172","Handroanthus impetiginosus"
"9173","Handroanthus incanus"
"9174","Handroanthus ochraceus"
"9175","Handroanthus riodocensis"
"9176","Handroanthus serratifolius"
"9177","Handroanthus sppBRi1"
"9178","Handroanthus sppBRii1"
"9179","Handroanthus sppBRii2"
"9180","Handroanthus sppFPnet1"
"9181","Handroanthus sppGF1"
"9182","Handroanthus umbellatus"
"9183","Hannoa klaineana"
"9184","Haploclathra cordata"
"9185","Haploclathra paniculata"
"9186","Haplocoelum mombasense"
"9187","Haplocoelum sppPande1"
"9188","Haplocoelum sppPande2"
"9189","Haplocoelum sppPande3"
"9190","Haplolobus canarioides"
"9191","Haplolobus floribundus"
"9192","Haplolophium rodriguesii"
"9193","Harleyodendron sppFPnet1"
"9194","Harleyodendron sppTambo1"
"9195","Harleyodendron unifoliolatum"
"9196","Harpullia arborea"
"9197","Harpullia austrocaledonica"
"9198","Harpullia sppNewcaldo1"
"9199","Harungana madagascariensis"
"9200","Hasseltia floribunda"
"9201","Hasseltia sppAllpahua1"
"9202","Hasseltia sppCandamo1"
"9203","Hasseltia sppFPnet1"
"9204","Hasseltia sppRAINFOR1"
"9205","Haumania danckelmaniana"
"9206","Haumania sppMakokou21"
"9207","Havetia laurifolia"
"9208","Havetiopsis flexilis"
"9209","Havetiopsis sppFincam1"
"9210","Haydenia urbaniana"
"9211","Hebepetalum humiriifolia"
"9212","Hebepetalum humiriifolium"
"9213","Hebepetalum sppPE1"
"9214","Hedstromia latifolia"
"9215","Hedycarya chrysophylla"
"9216","Hedycarya cupulata"
"9217","Hedycarya dorstenoides"
"9218","Hedycarya engleriana"
"9219","Hedycarya parvifolia"
"9220","Hedyosmum angustifolium"
"9221","Hedyosmum anisodorum"
"9222","Hedyosmum bonplandianum"
"9223","Hedyosmum brasiliense"
"9224","Hedyosmum crenatum"
"9225","Hedyosmum cuatrecazanum"
"9226","Hedyosmum cumbalense"
"9227","Hedyosmum dombeyanum"
"9228","Hedyosmum glabratum"
"9229","Hedyosmum goudotianum"
"9230","Hedyosmum lechleri"
"9231","Hedyosmum luteynii"
"9232","Hedyosmum peruvianum"
"9233","Hedyosmum racemosum"
"9234","Hedyosmum scaberrimum"
"9235","Hedyosmum scabrum"
"9236","Hedyosmum spectabile"
"9237","Hedyosmum sppAchupall1"
"9238","Hedyosmum sppAltosapa1"
"9239","Hedyosmum sppAntado1"
"9240","Hedyosmum sppCarpanta1"
"9241","Hedyosmum sppCarpanta2"
"9242","Hedyosmum sppCarpanta3"
"9243","Hedyosmum sppCedral1"
"9244","Hedyosmum sppCuangos1"
"9245","Hedyosmum sppFPnet1"
"9246","Hedyosmum sppFincaz1"
"9247","Hedyosmum sppMaquipuc1"
"9248","Hedyosmum sppMiazi1"
"9249","Hedyosmum sppRAINFOR1"
"9250","Hedyosmum sppSietecue1"
"9251","Hedyosmum sppTEAM1"
"9252","Hedyosmum sprucei"
"9253","Hedyosmum translucidum"
"9254","Hedyotis hillebrandii"
"9255","Hedyotis terminalis"
"9256","Heinsenia diervilleoides"
"9257","Heinsia crinita"
"9258","Heisteria acuminata"
"9259","Heisteria barbata"
"9260","Heisteria blanchetiana"
"9261","Heisteria brasiliensis"
"9262","Heisteria concinna"
"9263","Heisteria densifrons"
"9264","Heisteria duckei"
"9265","Heisteria insculpta"
"9266","Heisteria laxiflora"
"9267","Heisteria longifolia"
"9268","Heisteria nitida"
"9269","Heisteria ovata"
"9270","Heisteria parviflora"
"9271","Heisteria parvifolia"
"9272","Heisteria perianthomega"
"9273","Heisteria ptychopetalum"
"9274","Heisteria scandens"
"9275","Heisteria silvianii"
"9276","Heisteria sppAraracua1"
"9277","Heisteria sppBelem1"
"9278","Heisteria sppBilsa1"
"9279","Heisteria sppCalabate1"
"9280","Heisteria sppCalima1"
"9281","Heisteria sppCandamo1"
"9282","Heisteria sppCarlosbo1"
"9283","Heisteria sppCentinel1"
"9284","Heisteria sppConstanc1"
"9285","Heisteria sppCuzcoama1"
"9286","Heisteria sppDureno1"
"9287","Heisteria sppFPnet1"
"9288","Heisteria sppHuamani1"
"9289","Heisteria sppJatunsac1"
"9290","Heisteria sppLagenoa1"
"9291","Heisteria sppLinhares1"
"9292","Heisteria sppMadidiri1"
"9293","Heisteria sppMadidiri2"
"9294","Heisteria sppMiazi1"
"9295","Heisteria sppMtcam1"
"9296","Heisteria sppNuevomun1"
"9297","Heisteria sppRAINFOR1"
"9298","Heisteria sppRanchoqu1"
"9299","Heisteria sppRioheath1"
"9300","Heisteria sppRiomanso1"
"9301","Heisteria sppRiomanso2"
"9302","Heisteria sppRiotavar1"
"9303","Heisteria sppSCA1"
"9304","Heisteria sppTEAM1"
"9305","Heisteria sppTahuampa1"
"9306","Heisteria sppTamblat21"
"9307","Heisteria sppTamboall1"
"9308","Heisteria sppTambupl1"
"9309","Heisteria sppVencer1"
"9310","Heisteria spruceana"
"9311","Heisteria trillesiana"
"9312","Heisteria zimmereri"
"9313","Helianthostylis sppCalima1"
"9314","Helianthostylis sprucei"
"9315","Helianthus longifolius"
"9316","Helicia albiflora"
"9317","Helicia attenuata"
"9318","Helicia cochinchinensis"
"9319","Helicia formosus"
"9320","Helicia grandis"
"9321","Helicia heliciopsis"
"9322","Helicia rengetiensis"
"9323","Helicia sppTEAM1"
"9324","Helicia sppVarirata1"
"9325","Heliciopsis rufidula"
"9326","Heliciopsis velutina"
"9327","Heliconia bourgaeana"
"9328","Heliconia catheta"
"9329","Heliconia curtispatha"
"9330","Heliconia episcopalis"
"9331","Heliconia juruana"
"9332","Heliconia latifolia"
"9333","Heliconia longa"
"9334","Heliconia metallica"
"9335","Heliconia nigripraefixa"
"9336","Heliconia ramonensis"
"9337","Heliconia riopalenquensis"
"9338","Heliconia rostrata"
"9339","Heliconia sppAltodemi1"
"9340","Heliconia sppAnchicay1"
"9341","Heliconia sppCalabate1"
"9342","Heliconia sppCentinel1"
"9343","Heliconia sppCueva1"
"9344","Heliconia sppCuevas1"
"9345","Heliconia sppCuevas2"
"9346","Heliconia sppFarall1"
"9347","Heliconia sppRiotavar1"
"9348","Heliconia stricta"
"9349","Helicostyla sppMurri1"
"9350","Helicostylis elegans"
"9351","Helicostylis heterotricha"
"9352","Helicostylis pedunculata"
"9353","Helicostylis scabra"
