"","ID_AE","U","Unit_U","V","Unit_V","W","Unit_W","X","Unit_X","Z","Unit_Z","Min_X","Max_X","Min_Z","Max_Z","Output","Output_TR","Unit_Y","Age","Veg_Component","Equation","Substitute_equation","Top_dob","Stump_height","R2","R2_Adjusted","RMSE","SEE","Corrected_for_bias","Bias_correction","Ratio_equation","Segmented_equation","Sample_size","Population","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Vegetation_type","Tree_type","Location","Region","Country","Country_3166_3","Continent","Zone_FAO","Zone_Holdridge","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Latitude","Longitude","Family","Genus","Species","Subspecies","Species_author","Species_local_name","Species_local_name_iso","Species_local_name_latin","Reference_author","Reference_year","Reference","Operator","Contributor","Remark","Contact"
"2039",58784,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","23-Apr","Total biomass","119.9*exp(-5.893*exp(-0.152*X))","119.9*exp(-5.893*exp(-0.152*DBH))",NA,NA,NA,0.974,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Selakui, Dehradun",NA,"India","IND","Asia",NA,NA,NA,NA,NA,30.327085,78.031047,"Malvaceae","Grewia","optiva",NA,NA,NA,NA,NA,NA,NA,"Verma, A., Kaushal, R., Alam, N., Mehta, H., Chaturvedi, O., Mandal, D., Tomar, J., Rathore, A. & Singh, C. 2014. Predictive models for biomass and carbon stocks estimation in Grewia optiva on degraded lands in western Himalaya. Agroforestry Systems. 88(5): 895-905.",NA,"UNREDD",NA,NA
"2040",58785,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","23-Apr","Total biomass","90.803/(1+(90.803/1.755-1)*exp(-0.332*X))","90.803/(1+(90.803/1.755-1)*exp(-0.332*DBH))",NA,NA,NA,0.974,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Selakui, Dehradun",NA,"India","IND","Asia",NA,NA,NA,NA,NA,30.327085,78.031047,"Malvaceae","Grewia","optiva",NA,NA,NA,NA,NA,NA,NA,"Verma, A., Kaushal, R., Alam, N., Mehta, H., Chaturvedi, O., Mandal, D., Tomar, J., Rathore, A. & Singh, C. 2014. Predictive models for biomass and carbon stocks estimation in Grewia optiva on degraded lands in western Himalaya. Agroforestry Systems. 88(5): 895-905.",NA,"UNREDD",NA,NA
"2041",58786,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","23-Apr","Total biomass","1-(1-7.905)*exp(-0.142*X)","1-(1-7.905)*exp(-0.142*DBH)",NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Selakui, Dehradun",NA,"India","IND","Asia",NA,NA,NA,NA,NA,30.327085,78.031047,"Malvaceae","Grewia","optiva",NA,NA,NA,NA,NA,NA,NA,"Verma, A., Kaushal, R., Alam, N., Mehta, H., Chaturvedi, O., Mandal, D., Tomar, J., Rathore, A. & Singh, C. 2014. Predictive models for biomass and carbon stocks estimation in Grewia optiva on degraded lands in western Himalaya. Agroforestry Systems. 88(5): 895-905.",NA,"UNREDD",NA,NA
"2042",58788,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","23-Apr","Total biomass","#NAME?","#NAME?",NA,NA,NA,0.969,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Selakui, Dehradun",NA,"India","IND","Asia",NA,NA,NA,NA,NA,30.327085,78.031047,"Malvaceae","Grewia","optiva",NA,NA,NA,NA,NA,NA,NA,"Verma, A., Kaushal, R., Alam, N., Mehta, H., Chaturvedi, O., Mandal, D., Tomar, J., Rathore, A. & Singh, C. 2014. Predictive models for biomass and carbon stocks estimation in Grewia optiva on degraded lands in western Himalaya. Agroforestry Systems. 88(5): 895-905.",NA,"UNREDD",NA,NA
"2043",58789,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","23-Apr","Total biomass","150.8*(1-exp(-0.097*X))^3.176","150.8*(1-exp(-0.097*DBH))^3.176",NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Selakui, Dehradun",NA,"India","IND","Asia",NA,NA,NA,NA,NA,30.327085,78.031047,"Malvaceae","Grewia","optiva",NA,NA,NA,NA,NA,NA,NA,"Verma, A., Kaushal, R., Alam, N., Mehta, H., Chaturvedi, O., Mandal, D., Tomar, J., Rathore, A. & Singh, C. 2014. Predictive models for biomass and carbon stocks estimation in Grewia optiva on degraded lands in western Himalaya. Agroforestry Systems. 88(5): 895-905.",NA,"UNREDD",NA,NA
"2044",58790,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","23-Apr","Total biomass","102/((1+exp(1.740-0.226*X))^2.437)","102/((1+exp(1.740-0.226*DBH))^2.437)",NA,NA,NA,0.969,NA,NA,NA,NA,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Selakui, Dehradun",NA,"India","IND","Asia",NA,NA,NA,NA,NA,30.327085,78.031047,"Malvaceae","Grewia","optiva",NA,NA,NA,NA,NA,NA,NA,"Verma, A., Kaushal, R., Alam, N., Mehta, H., Chaturvedi, O., Mandal, D., Tomar, J., Rathore, A. & Singh, C. 2014. Predictive models for biomass and carbon stocks estimation in Grewia optiva on degraded lands in western Himalaya. Agroforestry Systems. 88(5): 895-905.",NA,"UNREDD",NA,NA
"2045",58802,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.2902*(X)^2.3131","0.2902*(DBH)^2.3131",NA,NA,NA,NA,0.0316,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Phyllanthaceae","Baccaurea","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2046",58804,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass","log","kg",NA,"Aboveground biomass","(log(-1.2495))+(2.3109*log(X))","(log(-1.2495))+(2.3109*log(DBH))",NA,NA,NA,NA,0.1479,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Anacardiaceae","Mangifera","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2047",58808,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,19.9,44,NA,NA,"Biomass",NA,"kg","19","Aboveground biomass","0.11928*(X)^2.41460","0.11928*(DBH)^2.41460",NA,NA,0.93774,NA,NA,NA,NA,NA,NA,NA,"12","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bogor forest district, West Java",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,-6.708334,106.650002,"Pinaceae","Pinus","merkusii",NA,NA,NA,NA,NA,NA,NA,"Miyakuni, K., Heriyanto, N., Heriansyah, I., Imanuddin, R. & Kiyono, Y. 2005. Allometric equations and parameters for estimating the biomass of planted Pinus merkusii Jungh. et de Vr. forests. Japanese Journal of Forest Environment. 47(2): 95-104.",NA,"UNREDD",NA,NA
"2048",58811,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","#NAME?","#NAME?",NA,NA,NA,NA,0.0451,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Anacardiaceae","Parishia","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2049",58864,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Phyllanthaceae","Antidesma","velutinum",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2050",58865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Bauhinia","malabarica",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2051",58872,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X)^2.533","0.069*(DBH)^2.533",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Lamiaceae","Tectona","grandis",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2052",58873,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X)^2.533","0.069*(DBH)^2.533",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Combretaceae","Terminalia","bellirica",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2053",58874,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X)^2.533","0.069*(DBH)^2.533",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Combretaceae","Terminalia","chebula",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2054",58875,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X)^2.533","0.069*(DBH)^2.533",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Lamiaceae","Vitex","pubescens",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2055",58876,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X)^2.533","0.069*(DBH)^2.533",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Xylia","xylocarpa",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2056",58877,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Acacia","ferruginea",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2057",58878,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Simaroubaceae","Ailanthus","triphysa",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2058",58879,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Combretaceae","Anogeissus","acuminata",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
